Symbol,Signal Date,Entry Date,Entry Price,Exit Date,Exit Price,Exit Reason,Return %,Equity at Entry,Shares,PnL,Return on position %
ABCAPITAL.NS,2026-04-08,2026-04-09,337.9,2026-04-10,336.7,RSI cross down,-0.36,515564.3523,152,-182.4,-0.36
AAREYDRUGS.NS,2026-04-09,2026-04-10,67.78,2026-05-15,88.7,End of data,30.86,515381.95229999995,760,15899.2,30.86
ABCAPITAL.NS,2026-04-15,2026-04-16,346.1,2026-04-17,339.0,RSI cross down,-2.05,531281.1523,153,-1086.3,-2.05
360ONE.NS,2026-04-15,2026-04-16,1071.0,2026-04-27,1034.9,RSI cross down,-3.37,530194.8522999999,49,-1768.9,-3.37
21STCENMGM.NS,2026-04-16,2026-04-17,32.41,2026-05-15,32.52,CE SELL,0.34,528425.9522999999,1630,179.3,0.34
AARVI.NS,2026-04-17,2026-04-20,135.05,2026-04-27,130.49,RSI cross down,-3.38,528605.2522999999,391,-1782.96,-3.38
AARON.NS,2026-04-21,2026-04-22,142.0,2026-04-30,139.01,RSI cross down,-2.11,526822.2923,371,-1109.29,-2.11
3MINDIA.NS,2026-04-23,2026-04-24,33135.0,2026-04-27,32660.0,RSI cross down,-1.43,525713.0022999999,1,-475.0,-1.43
ABCAPITAL.NS,2026-04-27,2026-04-28,342.85,2026-04-29,339.95,RSI cross down,-0.85,525238.0022999999,153,-443.7,-0.85
AAATECH.NS,2026-04-27,2026-04-28,99.9,2026-04-29,99.38,RSI cross down,-0.52,524794.3023,525,-273.0,-0.52
360ONE.NS,2026-04-29,2026-04-30,1038.2,2026-05-01,1034.65,RSI cross down,-0.34,524521.3023,50,-177.5,-0.34
360ONE.NS,2026-05-04,2026-05-05,1065.6,2026-05-15,1093.8,End of data,2.65,524343.8023,49,1381.8,2.65
A2ZINFRA.NS,2026-05-07,2026-05-08,16.84,2026-05-11,16.23,RSI cross down,-3.62,525725.6023,3121,-1903.81,-3.62
AARON.NS,2026-05-11,2026-05-12,138.96,2026-05-13,134.5,RSI cross down,-3.21,523821.79230000003,376,-1676.96,-3.21
ABAN.NS,2026-05-12,2026-05-13,19.38,2026-05-14,18.83,End of data,-2.84,522144.8323,2694,-1481.7,-2.84
3PLAND.NS,2026-05-12,2026-05-13,34.0,2026-05-15,32.62,RSI cross down,-4.06,520663.1323,1531,-2112.78,-4.06
