Symbol,Signal Date,Entry Date,Entry Price,Exit Date,Exit Price,Exit Reason,Return %,Equity at Entry,Shares,PnL,Return on position %
JINDALSTEL.NS,2024-10-10,2024-10-11,989.0,2024-10-14,1006.05,RSI cross up,-1.72,500000.0,50,-852.5,-1.72
FORCEMOT.NS,2024-10-10,2024-10-11,7050.0,2024-10-31,7902.0,RSI cross up,-12.09,499147.5,7,-5964.0,-12.09
VADILALIND.NS,2024-10-10,2024-10-11,3899.1001,2024-10-14,4068.0,RSI cross up,-4.33,493183.5,12,-2026.8,-4.33
SUPREMEIND.NS,2024-10-10,2024-10-11,5345.0,2024-12-03,4821.5498,RSI cross up,9.79,491156.7012,9,4711.05,9.79
MANYAVAR.NS,2024-10-10,2024-10-11,1295.95,2024-10-16,1326.0,RSI cross up,-2.32,495867.753,38,-1141.9,-2.32
BANCOINDIA.NS,2024-10-10,2024-10-11,359.975,2024-10-16,369.675,RSI cross up,-2.69,494725.853,137,-1328.9,-2.69
GILLETTE.NS,2024-10-10,2024-10-11,8966.5996,2024-10-14,9072.8496,RSI cross up,-1.18,493396.953,5,-531.25,-1.18
REPL.NS,2024-10-10,2024-10-11,195.4,2024-10-16,210.45,RSI cross up,-7.7,492865.703,252,-3792.6,-7.7
PGHH.NS,2024-10-10,2024-10-11,16792.6992,2025-03-24,13859.7998,RSI cross up,17.47,489073.103,2,5865.8,17.47
BLUEDART.NS,2024-10-10,2024-10-11,8575.0,2025-02-10,6845.0,RSI cross up,20.17,494938.9018,5,8650.0,20.17
CELLO.NS,2024-10-11,2024-10-14,894.0,2024-10-15,895.0,RSI cross up,-0.11,503588.9018,56,-56.0,-0.11
EQUIPPP.NS,2024-10-11,2024-10-14,21.0,2024-10-15,21.11,RSI cross up,-0.52,503532.9018,2397,-263.67,-0.52
DCAL.NS,2024-10-11,2024-10-14,182.77,2024-10-17,188.65,RSI cross up,-3.22,503269.2318,275,-1617.0,-3.22
EMMBI.NS,2024-10-11,2024-10-14,135.0,2024-11-01,143.8,RSI cross up,-6.52,501652.2318,371,-3264.8,-6.52
MEDANTA.NS,2024-10-11,2024-10-14,1044.0,2024-10-15,1060.0,RSI cross up,-1.53,498387.4318,47,-752.0,-1.53
GEEKAYWIRE.NS,2024-10-11,2024-10-14,55.695,2024-12-03,51.5,RSI cross up,7.53,497635.4318,893,3746.14,7.53
EUROTEXIND.NS,2024-10-11,2024-10-14,15.22,2024-11-13,12.91,CE BUY,15.18,501381.56680000003,3294,7609.14,15.18
PKTEA.NS,2024-10-11,2024-10-14,504.8,2024-10-31,540.0,RSI cross up,-6.97,508990.70680000004,100,-3520.0,-6.97
HITECHGEAR.NS,2024-10-11,2024-10-14,878.9,2024-11-06,828.55,RSI cross up,5.73,505470.70680000004,57,2869.95,5.73
SDBL.NS,2024-10-11,2024-10-14,111.4,2024-11-06,106.06,RSI cross up,4.79,508340.65680000006,456,2435.04,4.79
ATAM.NS,2024-10-14,2024-10-15,149.7,2024-10-21,151.0,RSI cross up,-0.87,510775.69680000003,341,-443.3,-0.87
TATAELXSI.NS,2024-10-14,2024-10-15,7575.0,2024-12-04,7124.25,RSI cross up,5.95,510332.39680000005,6,2704.5,5.95
EMIL.NS,2024-10-14,2024-10-15,216.4,2024-10-16,221.89,RSI cross up,-2.54,513036.89680000005,237,-1301.13,-2.54
ARVEE.NS,2024-10-14,2024-10-15,178.0,2024-10-16,182.54,RSI cross up,-2.55,511735.76680000004,287,-1302.98,-2.55
EXPLEOSOL.NS,2024-10-14,2024-10-15,1285.45,2024-11-19,1327.3,RSI cross up,-3.26,510432.78680000006,39,-1632.15,-3.26
BIOFILCHEM.NS,2024-10-14,2024-10-15,72.11,2024-10-16,77.99,RSI cross up,-8.15,508800.63680000004,705,-4145.4,-8.15
BSHSL.NS,2024-10-14,2024-10-15,174.92,2024-11-04,171.85,RSI cross up,1.76,504655.2368,288,884.16,1.76
LAXMICOT.NS,2024-10-14,2024-10-15,36.14,2024-12-06,33.5,RSI cross up,7.3,505539.3968,1398,3690.72,7.3
NUCLEUS.NS,2024-10-14,2024-10-15,1295.15,2025-01-06,1150.0,RSI cross up,11.21,509230.11679999996,39,5660.85,11.21
HEADSUP.NS,2024-10-14,2024-10-15,13.98,2024-10-17,14.07,RSI cross up,-0.64,514890.96679999994,3683,-331.47,-0.64
RIIL.NS,2024-10-15,2024-10-16,1202.2,2024-10-17,1225.0,RSI cross up,-1.9,514559.49679999996,42,-957.6,-1.9
SANGAMIND.NS,2024-10-15,2024-10-16,431.6,2024-12-10,405.3,RSI cross up,6.09,513601.8968,118,3103.4,6.09
ZIMLAB.NS,2024-10-15,2024-10-16,111.7,2024-10-17,112.2,RSI cross up,-0.45,516705.2968,462,-231.0,-0.45
CONSOFINVT.NS,2024-10-15,2024-10-16,203.8,2024-10-21,210.22,RSI cross up,-3.15,516474.2968,253,-1624.26,-3.15
RAJESHEXPO.NS,2024-10-15,2024-10-16,284.05,2024-11-08,266.0,CE BUY,6.35,514850.0368,181,3267.05,6.35
KALAMANDIR.NS,2024-10-15,2024-10-16,170.7,2024-10-29,171.48,RSI cross up,-0.46,518117.0868,303,-236.34,-0.46
BRNL.NS,2024-10-15,2024-10-16,46.05,2024-10-25,46.79,RSI cross up,-1.61,517880.74679999996,1124,-831.76,-1.61
VARDMNPOLY.NS,2024-10-15,2024-10-16,11.56,2024-11-05,10.51,CE BUY,9.08,517048.98679999996,4472,4695.6,9.08
TAJGVK.NS,2024-10-15,2024-10-16,303.0,2024-10-21,306.0,RSI cross up,-0.99,521744.58679999993,172,-516.0,-0.99
KOLTEPATIL.NS,2024-10-15,2024-10-16,383.8,2024-10-17,411.1,RSI cross up,-7.11,521228.58679999993,135,-3685.5,-7.11
MAXHEALTH.NS,2024-10-16,2024-10-17,961.4,2024-10-29,968.0,RSI cross up,-0.69,517543.08679999993,53,-349.8,-0.69
SHYAMTEL.NS,2024-10-16,2024-10-17,13.65,2024-10-18,14.33,RSI cross up,-4.98,517193.28679999994,3788,-2575.84,-4.98
CELLO.NS,2024-10-16,2024-10-17,882.1,2024-11-07,865.0,RSI cross up,1.94,514617.4467999999,58,991.8,1.94
THOMASCOTT.NS,2024-10-16,2024-10-17,232.69,2024-10-21,258.0,RSI cross up,-10.88,515609.2467999999,221,-5593.51,-10.88
UTTAMSUGAR.NS,2024-10-16,2024-10-17,351.95,2025-03-19,236.51,RSI cross up,32.8,510015.73679999996,144,16623.36,32.8
STARCEMENT.NS,2024-10-16,2024-10-17,209.25,2024-11-04,211.29,RSI cross up,-0.97,526639.0967999999,251,-512.04,-0.97
BLSE.NS,2024-10-16,2024-10-17,216.3,2024-10-30,210.65,RSI cross up,2.61,526127.0567999999,243,1372.95,2.61
KSB.NS,2024-10-16,2024-10-17,894.95,2024-11-26,831.0,RSI cross up,7.15,527500.0067999999,58,3709.1,7.15
TASTYBITE.NS,2024-10-16,2024-10-17,12945.25,2024-10-21,13225.4004,RSI cross up,-2.16,531209.1067999998,4,-1120.6,-2.16
JSWSTEEL.NS,2024-10-16,2024-10-17,991.1,2024-11-06,1000.0,RSI cross up,-0.9,530088.5051999998,53,-471.7,-0.9
VSSL.NS,2024-10-17,2024-10-18,284.95,2024-11-07,277.95,RSI cross up,2.46,529616.8051999998,185,1295.0,2.46
SAIL.NS,2024-10-17,2024-10-18,126.5,2024-10-21,130.21,RSI cross up,-2.93,530911.8051999998,419,-1554.49,-2.93
MAHLIFE.NS,2024-10-17,2024-10-18,513.05,2024-11-08,517.95,RSI cross up,-0.96,529357.3151999998,103,-504.7,-0.96
SAGARDEEP.NS,2024-10-17,2024-10-18,27.89,2024-12-09,27.4,RSI cross up,1.76,528852.6151999999,1896,929.04,1.76
JUBLINGREA.NS,2024-10-17,2024-10-18,750.05,2024-11-07,759.0,CE BUY,-1.19,529781.6551999999,70,-626.5,-1.19
KFINTECH.NS,2024-10-17,2024-10-18,1070.0,2024-11-25,1081.0,CE BUY,-1.03,529155.1551999999,49,-539.0,-1.03
JAMNAAUTO.NS,2024-10-17,2024-10-18,115.9,2024-10-21,119.07,RSI cross up,-2.74,528616.1551999999,456,-1445.52,-2.74
ENIL.NS,2024-10-17,2024-10-18,206.74,2024-11-08,200.0,RSI cross up,3.26,527170.6351999999,254,1711.96,3.26
RADIANTCMS.NS,2024-10-17,2024-10-18,80.0,2024-10-22,80.16,RSI cross up,-0.2,528882.5951999999,661,-105.76,-0.2
SUNDARMFIN.NS,2024-10-17,2024-10-18,4857.7002,2024-10-21,5044.0,RSI cross up,-3.84,528776.8351999999,10,-1863.0,-3.84
GROBTEA.NS,2024-10-18,2024-10-21,1117.0,2024-11-19,1166.85,CE BUY,-4.46,526913.8371999998,47,-2342.95,-4.46
HEIDELBERG.NS,2024-10-18,2024-10-21,232.7,2024-11-01,232.95,CE BUY,-0.11,524570.8871999999,225,-56.25,-0.11
CAPITALSFB.NS,2024-10-18,2024-10-21,296.5,2024-11-01,293.05,RSI cross up,1.16,524514.6371999999,176,607.2,1.16
VIPULLTD.NS,2024-10-18,2024-10-21,35.44,2024-12-06,29.75,RSI cross up,16.06,525121.8371999998,1481,8426.89,16.06
KSOLVES.NS,2024-10-18,2024-10-21,515.6,2024-11-07,498.475,RSI cross up,3.32,533548.7271999998,103,1763.88,3.32
ONWARDTEC.NS,2024-10-18,2024-10-21,379.0,2024-12-10,338.0,RSI cross up,10.82,535312.6021999998,141,5781.0,10.82
TOUCHWOOD.NS,2024-10-18,2024-10-21,155.99,2024-11-04,153.07,RSI cross up,1.87,541093.6021999998,346,1010.32,1.87
PAR.NS,2024-10-18,2024-10-21,240.0,2024-10-22,234.6,RSI cross up,2.25,542103.9221999998,225,1215.0,2.25
NUVOCO.NS,2024-10-18,2024-10-21,351.1,2024-11-04,361.0,RSI cross up,-2.82,543318.9221999998,154,-1524.6,-2.82
WELCORP.NS,2024-10-18,2024-10-21,715.6,2024-11-04,745.0,RSI cross up,-4.11,541794.3221999998,75,-2205.0,-4.11
HEMIPROP.NS,2024-10-21,2024-10-22,189.8,2024-12-04,180.0,RSI cross up,5.16,539589.3221999998,284,2783.2,5.16
SANOFI.NS,2024-10-21,2024-10-22,6726.1001,2024-11-01,6796.5498,RSI cross up,-1.05,542372.5221999998,8,-563.6,-1.05
SADBHAV.NS,2024-10-21,2024-10-22,32.5,2024-12-09,31.49,RSI cross up,3.11,541808.9245999998,1667,1683.67,3.11
RUSTOMJEE.NS,2024-10-21,2024-10-22,712.75,2024-11-01,729.9,RSI cross up,-2.41,543492.5945999998,76,-1303.4,-2.41
INDGN.NS,2024-10-21,2024-10-22,655.0,2024-10-29,691.0,RSI cross up,-5.5,542189.1945999998,82,-2952.0,-5.5
UNITEDPOLY.NS,2024-10-21,2024-10-22,11.205,2024-11-04,12.59,RSI cross up,-12.36,539237.1945999998,4812,-6664.62,-12.36
WEIZMANIND.NS,2024-10-21,2024-10-22,130.6,2024-12-02,128.51,RSI cross up,1.6,532572.5745999998,407,850.63,1.6
GODREJPROP.NS,2024-10-21,2024-10-22,3049.8999,2024-11-26,2969.0,RSI cross up,2.65,533423.2045999998,17,1375.3,2.65
GRAPHITE.NS,2024-10-21,2024-10-22,550.75,2024-11-07,538.9,RSI cross up,2.15,534798.5028999998,97,1149.45,2.15
GREENLAM.NS,2024-10-21,2024-10-22,257.5,2024-10-29,257.5,RSI cross up,0.0,535947.9528999998,208,0.0,0.0
ORBTEXP.NS,2024-10-22,2024-10-23,182.0,2024-11-26,185.9,RSI cross up,-2.14,535947.9528999998,294,-1146.6,-2.14
MOTISONS.NS,2024-10-22,2024-10-23,27.565,2024-11-08,31.25,RSI cross up,-13.37,534801.3528999998,1940,-7148.9,-13.37
BLBLIMITED.NS,2024-10-22,2024-10-23,17.75,2024-10-31,20.47,RSI cross up,-15.32,527652.4528999998,2972,-8083.84,-15.32
HITECHCORP.NS,2024-10-22,2024-10-23,283.0,2025-03-17,219.99,RSI cross up,22.27,519568.6128999998,183,11530.83,22.27
ORIENTHOT.NS,2024-10-22,2024-10-23,163.01,2024-10-31,177.16,RSI cross up,-8.68,531099.4428999998,325,-4598.75,-8.68
HILTON.NS,2024-10-22,2024-10-23,77.02,2024-10-24,81.9,RSI cross up,-6.34,526500.6928999998,683,-3333.04,-6.34
NAHARCAP.NS,2024-10-22,2024-10-23,313.0,2024-11-11,330.45,RSI cross up,-5.58,523167.6528999998,167,-2914.15,-5.58
HEG.NS,2024-10-22,2024-10-23,430.0,2024-11-04,446.0,RSI cross up,-3.72,520253.5028999998,120,-1920.0,-3.72
PEARLPOLY.NS,2024-10-22,2024-10-23,36.0,2024-10-24,36.0,RSI cross up,0.0,518333.5028999998,1439,0.0,0.0
HINDCOPPER.NS,2024-10-22,2024-10-23,292.5,2024-11-06,302.0,RSI cross up,-3.25,518333.5028999998,177,-1681.5,-3.25
TIJARIA.NS,2024-10-23,2024-10-24,10.59,2024-11-05,10.58,RSI cross up,0.09,516652.0028999998,4878,48.78,0.09
STARTECK.NS,2024-10-23,2024-10-24,272.0,2024-10-25,267.5,RSI cross up,1.65,516700.7828999998,189,850.5,1.65
APLAPOLLO.NS,2024-10-23,2024-10-24,1482.9,2024-10-30,1465.6,RSI cross up,1.17,517551.2828999998,34,588.2,1.17
NH.NS,2024-10-23,2024-10-24,1247.6,2024-11-01,1260.0,RSI cross up,-0.99,518139.4828999998,41,-508.4,-0.99
THOMASCOTT.NS,2024-10-23,2024-10-24,237.99,2024-12-02,230.29,RSI cross up,3.24,517631.0828999998,217,1670.9,3.24
ABB.NS,2024-10-23,2024-10-24,7775.0,2024-11-28,7520.0,RSI cross up,3.28,519301.9828999998,6,1530.0,3.28
RAJRATAN.NS,2024-10-23,2024-10-24,562.2,2025-01-08,491.2,RSI cross up,12.63,520831.9828999998,92,6532.0,12.63
AVG.NS,2024-10-24,2024-10-25,464.0,2024-10-28,494.0,RSI cross up,-6.47,527363.9828999998,113,-3390.0,-6.47
BFUTILITIE.NS,2024-10-24,2024-10-25,880.9,2024-11-07,979.05,RSI cross up,-11.14,523973.9828999998,59,-5790.85,-11.14
LANDMARK.NS,2024-10-24,2024-10-25,604.4,2024-10-28,606.65,RSI cross up,-0.37,518183.13289999985,85,-191.25,-0.37
LMW.NS,2024-10-24,2024-10-25,16105.0,2024-10-30,16620.0,RSI cross up,-3.2,517991.88289999985,3,-1545.0,-3.2
KAMATHOTEL.NS,2024-10-24,2024-10-25,191.85,2024-10-28,238.0,RSI cross up,-24.06,516446.88289999985,269,-12414.35,-24.06
SAKAR.NS,2024-10-24,2024-10-25,313.1,2024-11-04,312.0,RSI cross up,0.35,504032.5328999999,160,176.0,0.35
GANGESSECU.NS,2024-10-24,2024-10-25,186.99,2024-11-04,191.0,RSI cross up,-2.14,504208.5328999999,269,-1078.69,-2.14
EIHOTEL.NS,2024-10-24,2024-10-25,368.45,2024-11-04,379.0,RSI cross up,-2.86,503129.8428999999,136,-1434.8,-2.86
CARYSIL.NS,2024-10-24,2024-10-25,777.35,2024-10-31,795.35,RSI cross up,-2.32,501695.0428999999,64,-1152.0,-2.32
AARVI.NS,2024-10-24,2024-10-25,144.0,2024-10-29,147.3,RSI cross up,-2.29,500543.0428999999,347,-1145.1,-2.29
ARVSMART.NS,2024-10-25,2024-10-28,800.95,2024-10-29,853.45,RSI cross up,-6.55,499397.9428999999,62,-3255.0,-6.55
MODTHREAD.NS,2024-10-25,2024-10-28,56.0,2024-11-04,58.0,RSI cross up,-3.57,496142.9428999999,885,-1770.0,-3.57
RITCO.NS,2024-10-25,2024-10-28,364.5,2024-10-29,368.75,CE BUY,-1.17,494372.9428999999,135,-573.75,-1.17
GAEL.NS,2024-10-25,2024-10-28,124.99,2024-10-30,126.68,RSI cross up,-1.35,493799.1928999999,395,-667.55,-1.35
FOODSIN.NS,2024-10-25,2024-10-28,127.0,2024-10-31,129.0,RSI cross up,-1.57,493131.6428999999,388,-776.0,-1.57
ARVEE.NS,2024-10-25,2024-10-28,161.4,2024-12-05,174.45,RSI cross up,-8.09,492355.6428999999,305,-3980.25,-8.09
BFINVEST.NS,2024-10-25,2024-10-28,649.0,2024-11-08,689.4,RSI cross up,-6.22,488375.3928999999,75,-3030.0,-6.22
FOCUS.NS,2024-10-25,2024-10-28,108.1,2024-10-29,115.66,RSI cross up,-6.99,485345.3928999999,448,-3386.88,-6.99
SBGLP.NS,2024-10-25,2024-10-28,115.15,2024-11-07,121.98,RSI cross up,-5.93,481958.5128999999,418,-2854.94,-5.93
GANDHAR.NS,2024-10-25,2024-10-28,217.8,2024-10-29,222.8,RSI cross up,-2.3,479103.5728999999,219,-1095.0,-2.3
GFLLIMITED.NS,2024-10-28,2024-10-29,89.34,2024-11-12,104.0,RSI cross up,-16.41,478008.5728999999,535,-7843.1,-16.41
NACLIND.NS,2024-10-28,2024-10-29,53.41,2024-10-31,54.26,RSI cross up,-1.59,470165.47289999994,880,-748.0,-1.59
UNIDT.NS,2024-10-28,2024-10-29,242.95,2024-10-31,244.1,RSI cross up,-0.47,469417.47289999994,193,-221.95,-0.47
AVONMORE.NS,2024-10-28,2024-10-29,15.39,2024-11-08,16.5,RSI cross up,-7.21,469195.5228999999,3048,-3383.28,-7.21
VISASTEEL.NS,2024-10-28,2024-10-29,32.64,2024-11-12,30.45,CE BUY,6.71,465812.24289999995,1427,3125.13,6.71
PRAXIS.NS,2024-10-28,2024-10-29,23.13,2024-11-01,26.0,CE BUY,-12.41,468937.37289999996,2027,-5817.49,-12.41
ASMS.NS,2024-10-28,2024-10-29,19.82,2024-10-31,20.47,RSI cross up,-3.28,463119.88289999997,2336,-1518.4,-3.28
ANANDRATHI.NS,2024-10-28,2024-10-29,1983.4,2024-11-01,2083.6001,RSI cross up,-5.05,461601.48289999994,23,-2304.6,-5.05
CONTROLPR.NS,2024-10-28,2024-10-29,746.0,2024-11-26,718.5,CE BUY,3.69,459296.8805999999,61,1677.5,3.69
DELPHIFX.NS,2024-10-28,2024-10-29,17.6795,2024-10-30,17.8942,RSI cross up,-1.21,460974.3805999999,2607,-559.72,-1.21
CIGNITITEC.NS,2024-10-29,2024-10-30,1426.35,2024-11-21,1404.8,CE BUY,1.51,460414.6576999999,32,689.6,1.51
DIAMONDYD.NS,2024-10-29,2024-10-30,1014.95,2024-10-31,1036.0,RSI cross up,-2.07,461104.2576999999,45,-947.25,-2.07
INNOVANA.NS,2024-10-30,2024-10-31,458.0,2024-11-01,488.85,RSI cross up,-6.74,460157.0076999999,100,-3085.0,-6.74
FIVESTAR.NS,2024-10-30,2024-10-31,765.25,2024-12-17,703.0,RSI cross up,8.13,457072.0076999999,59,3672.75,8.13
MAZDA.NS,2024-10-30,2024-10-31,256.24,2024-11-01,261.0,RSI cross up,-1.86,460744.7576999999,179,-852.04,-1.86
INFOBEAN.NS,2024-10-30,2024-10-31,105.0,2024-11-04,106.5375,RSI cross up,-1.46,459892.7176999999,437,-671.89,-1.46
THERMAX.NS,2024-10-30,2024-10-31,4967.0,2024-11-04,4936.0,RSI cross up,0.62,459220.8301999999,9,279.0,0.62
MANYAVAR.NS,2024-10-30,2024-10-31,1345.3,2024-11-01,1403.0,RSI cross up,-4.29,459499.8301999999,34,-1961.8,-4.29
IPCALAB.NS,2024-10-30,2024-10-31,1562.0,2024-11-01,1600.0,RSI cross up,-2.43,457538.0301999999,29,-1102.0,-2.43
RAMCOIND.NS,2024-10-30,2024-10-31,242.25,2024-11-04,247.95,RSI cross up,-2.35,456436.0301999999,188,-1071.6,-2.35
SHREECEM.NS,2024-10-31,2024-11-01,25349.0,2024-11-04,25241.0508,RSI cross up,0.43,455364.43019999994,1,107.95,0.43
STARTECK.NS,2024-10-31,2024-11-01,269.0,2024-11-04,287.0,RSI cross up,-6.69,455472.3793999999,169,-3042.0,-6.69
DELPHIFX.NS,2024-10-31,2024-11-01,17.6014,2024-11-04,18.3675,RSI cross up,-4.35,452430.3793999999,2570,-1968.88,-4.35
KKCL.NS,2024-11-01,2024-11-04,639.55,2024-11-08,643.7,RSI cross up,-0.65,450461.50239999994,70,-290.5,-0.65
SIS.NS,2024-11-04,2024-11-05,395.7,2024-12-10,396.0,RSI cross up,-0.08,450171.00239999994,113,-33.9,-0.08
GANDHAR.NS,2024-11-04,2024-11-05,217.6,2024-11-07,218.0,RSI cross up,-0.18,450137.1023999999,206,-82.4,-0.18
BALAJITELE.NS,2024-11-04,2024-11-05,61.1,2024-11-21,65.99,RSI cross up,-8.0,450054.7023999999,736,-3599.04,-8.0
ASAHIINDIA.NS,2024-11-04,2024-11-05,717.0,2024-12-05,718.15,RSI cross up,-0.16,446455.6623999999,62,-71.3,-0.16
TNTELE.NS,2024-11-04,2024-11-05,10.19,2024-12-06,9.52,RSI cross up,6.58,446384.3623999999,4380,2934.6,6.58
KOLTEPATIL.NS,2024-11-04,2024-11-05,360.2,2024-11-07,369.35,RSI cross up,-2.54,449318.9623999999,124,-1134.6,-2.54
SALASAR.NS,2024-11-04,2024-11-05,17.36,2024-11-07,18.99,RSI cross up,-9.39,448184.3623999999,2581,-4207.03,-9.39
KARMAENG.NS,2024-11-04,2024-11-05,76.5,2024-11-08,76.9,RSI cross up,-0.52,443977.33239999996,580,-232.0,-0.52
IMFA.NS,2024-11-04,2024-11-05,673.1,2024-11-06,693.75,RSI cross up,-3.07,443745.33239999996,65,-1342.25,-3.07
UNIDT.NS,2024-11-04,2024-11-05,243.71,2024-11-07,246.4,RSI cross up,-1.1,442403.08239999996,181,-486.89,-1.1
ZEEMEDIA.NS,2024-11-05,2024-11-06,20.69,2024-11-07,21.49,RSI cross up,-3.87,441916.19239999994,2135,-1708.0,-3.87
REPRO.NS,2024-11-05,2024-11-06,505.0,2024-11-12,517.5,RSI cross up,-2.48,440208.19239999994,87,-1087.5,-2.48
SHIVALIK.NS,2024-11-05,2024-11-06,561.0,2024-11-07,566.15,RSI cross up,-0.92,439120.69239999994,78,-401.7,-0.92
MACPOWER.NS,2024-11-05,2024-11-06,1240.0,2024-11-08,1266.2,RSI cross up,-2.11,438718.99239999993,35,-917.0,-2.11
INGERRAND.NS,2024-11-05,2024-11-06,4116.9502,2024-11-07,4244.9502,RSI cross up,-3.11,437801.99239999993,10,-1280.0,-3.11
NDLVENTURE.NS,2024-11-04,2024-11-06,115.84,2024-11-08,119.0,RSI cross up,-2.73,436521.99239999993,376,-1188.16,-2.73
TGBHOTELS.NS,2024-11-05,2024-11-06,15.23,2024-11-07,15.49,RSI cross up,-1.71,435333.83239999996,2858,-743.08,-1.71
MEDPLUS.NS,2024-11-05,2024-11-06,660.0,2024-11-07,677.95,RSI cross up,-2.72,434590.75239999994,65,-1166.75,-2.72
EIHOTEL.NS,2024-11-05,2024-11-06,360.85,2024-11-07,362.9,RSI cross up,-0.57,433424.00239999994,120,-246.0,-0.57
ACL.NS,2024-11-05,2024-11-06,88.59,2024-12-03,84.48,RSI cross up,4.64,433178.00239999994,488,2005.68,4.64
SUNDARMFIN.NS,2024-11-06,2024-11-07,4826.0,2024-12-17,4430.0,RSI cross up,8.21,435183.68239999993,9,3564.0,8.21
HINDZINC.NS,2024-11-06,2024-11-07,507.7,2024-12-04,507.5,RSI cross up,0.04,438747.68239999993,86,17.2,0.04
AVG.NS,2024-11-06,2024-11-07,469.35,2024-11-28,443.9,RSI cross up,5.42,438764.88239999994,93,2366.85,5.42
DTIL.NS,2024-11-06,2024-11-07,276.0,2024-12-11,284.55,RSI cross up,-3.1,441131.7323999999,159,-1359.45,-3.1
WONDERLA.NS,2024-11-06,2024-11-07,845.0,2024-11-11,849.95,RSI cross up,-0.59,439772.2823999999,52,-257.4,-0.59
GANGESSECU.NS,2024-11-06,2024-11-07,187.38,2024-11-08,191.96,CE BUY,-2.44,439514.8823999999,234,-1071.72,-2.44
SUPERHOUSE.NS,2024-11-07,2024-11-08,222.0,2024-11-12,229.0,RSI cross up,-3.15,438443.16239999986,197,-1379.0,-3.15
DIAMINESQ.NS,2024-11-07,2024-11-08,519.35,2024-11-11,552.45,RSI cross up,-6.37,437064.16239999986,84,-2780.4,-6.37
UNITEDPOLY.NS,2024-11-07,2024-11-08,11.9,2024-11-18,12.4,RSI cross up,-4.2,434283.76239999983,3649,-1824.5,-4.2
CSBBANK.NS,2024-11-07,2024-11-08,308.0,2024-11-11,310.0,RSI cross up,-0.65,432459.26239999983,140,-280.0,-0.65
LINDEINDIA.NS,2024-11-07,2024-11-08,7790.0,2025-01-07,6561.3501,RSI cross up,15.77,432179.26239999983,5,6143.25,15.77
SBCL.NS,2024-11-07,2024-11-08,632.0,2024-12-17,628.0,CE BUY,0.63,438322.5118999998,69,276.0,0.63
DBREALTY.NS,2024-11-07,2024-11-08,171.24,2024-11-28,169.91,RSI cross up,0.78,438598.5118999998,256,340.48,0.78
MALUPAPER.NS,2024-11-07,2024-11-08,47.95,2024-12-03,52.41,RSI cross up,-9.3,438938.9918999998,915,-4080.9,-9.3
GSLSU.NS,2024-11-07,2024-11-08,190.67,2024-12-04,190.69,RSI cross up,-0.01,434858.09189999977,228,-4.56,-0.01
ATGL.NS,2024-11-07,2024-11-08,720.95,2024-11-28,715.55,RSI cross up,0.75,434853.53189999977,60,324.0,0.75
TRF.NS,2024-11-08,2024-11-11,431.5,2024-12-02,434.6,RSI cross up,-0.72,435177.53189999977,100,-310.0,-0.72
BSL.NS,2024-11-08,2024-11-11,236.1,2024-11-12,245.8,RSI cross up,-4.11,434867.53189999977,184,-1784.8,-4.11
VESUVIUS.NS,2024-11-08,2024-11-11,540.935,2024-11-12,558.725,RSI cross up,-3.29,433082.7318999998,80,-1423.2,-3.29
RAMAPHO.NS,2024-11-08,2024-11-11,103.525,2024-11-12,109.425,RSI cross up,-5.7,431659.53189999977,416,-2454.4,-5.7
SAIL.NS,2024-11-08,2024-11-11,117.8,2024-11-27,115.56,RSI cross up,1.9,429205.13189999975,364,815.36,1.9
SHIVALIK.NS,2024-11-08,2024-11-11,546.15,2024-11-27,570.0,RSI cross up,-4.37,430020.49189999973,78,-1860.3,-4.37
MIRCELECTR.NS,2024-11-08,2024-11-11,21.93,2024-12-09,21.59,RSI cross up,1.55,428160.19189999974,1952,663.68,1.55
RISHABH.NS,2024-11-08,2024-11-11,338.0,2024-11-27,344.1,RSI cross up,-1.8,428823.87189999974,126,-768.6,-1.8
HMAAGRO.NS,2024-11-08,2024-11-11,43.3,2024-11-13,45.0,RSI cross up,-3.93,428055.27189999976,988,-1679.6,-3.93
VIRINCHI.NS,2024-11-08,2024-11-11,29.66,2024-11-26,30.27,RSI cross up,-2.06,426375.6718999998,1437,-876.57,-2.06
REPL.NS,2024-11-11,2024-11-12,200.8,2024-11-29,206.0,RSI cross up,-2.59,425499.1018999998,211,-1097.2,-2.59
THOMASCOOK.NS,2024-11-11,2024-11-12,196.65,2024-11-13,194.36,RSI cross up,1.16,424401.90189999976,215,492.35,1.16
ROHLTD.NS,2024-11-11,2024-11-12,330.0,2024-12-03,327.4,RSI cross up,0.79,424894.25189999974,128,332.8,0.79
SILVERTUC.NS,2024-11-11,2024-11-12,725.65,2024-12-27,704.95,RSI cross up,2.85,425227.05189999973,58,1200.6,2.85
SINTERCOM.NS,2024-11-11,2024-11-12,151.77,2024-12-06,152.32,RSI cross up,-0.36,426427.6518999997,280,-154.0,-0.36
AARVI.NS,2024-11-11,2024-11-12,144.41,2024-12-03,143.0,RSI cross up,0.98,426273.6518999997,295,415.95,0.98
IFGLEXPOR.NS,2024-11-11,2024-11-12,272.5,2025-02-21,192.0,RSI cross up,29.54,426689.6018999997,156,12558.0,29.54
KRONOX.NS,2024-11-11,2024-11-12,169.05,2024-11-26,169.9,RSI cross up,-0.5,439247.6018999997,259,-220.15,-0.5
